                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.6967,                 1.9332,                 2.0238,                0.37292,                0.69825,                0.55174,                0.24759,                 1.7084,                  1.692,                 2.0102,                0.00988,                0.00988,                0.00988
                     17,                 1.6906,                 1.9257,                 1.9995,                0.43447,                0.66012,                0.57095,                0.28087,                 1.7032,                 1.7475,                  2.053,               0.009872,               0.009872,               0.009872
                     18,                 1.6786,                 1.8873,                 1.9717,                0.49688,                0.63366,                0.54721,                0.27802,                 1.6442,                 1.7139,                 1.9403,               0.009864,               0.009864,               0.009864
                     19,                 1.6697,                 1.8757,                 1.9699,                0.23034,                0.50616,                0.35886,                0.13883,                 1.9606,                 2.1519,                 2.3026,               0.009856,               0.009856,               0.009856
                     20,                 1.6587,                 1.8421,                 1.9555,                0.43895,                0.61135,                0.51764,                 0.2025,                 1.9469,                 1.8277,                 2.2121,               0.009848,               0.009848,               0.009848
                     21,                  1.651,                 1.8297,                 1.9394,                0.36945,                0.40472,                0.29485,                0.12575,                 1.9655,                 2.6408,                  2.419,                0.00984,                0.00984,                0.00984
                     22,                 1.6175,                 1.7711,                 1.9096,                0.59164,                0.41718,                0.44918,                0.19272,                 1.9449,                 2.1971,                 2.2348,               0.009832,               0.009832,               0.009832
                     23,                 1.6252,                 1.7674,                 1.9104,                0.59087,                0.48426,                0.56508,                0.28397,                 1.7494,                 1.6693,                 2.0257,               0.009824,               0.009824,               0.009824
                     24,                 1.6161,                 1.7969,                  1.906,                0.67729,                0.37512,                0.47299,                  0.215,                 1.9895,                 2.5067,                 2.2718,               0.009816,               0.009816,               0.009816
                     25,                 1.5961,                 1.7491,                 1.8888,                0.82126,                0.50474,                0.58859,                 0.3378,                 1.6245,                 1.5295,                 1.9635,               0.009808,               0.009808,               0.009808
                     26,                 1.5917,                 1.7262,                 1.8769,                0.33219,                0.21029,                0.13203,                0.04877,                 3.0766,                  4.042,                   3.76,                 0.0098,                 0.0098,                 0.0098
                     27,                 1.5845,                 1.7136,                 1.8688,                0.58968,                0.57999,                0.67873,                0.35063,                 1.7776,                 1.5233,                 2.0656,               0.009792,               0.009792,               0.009792
                     28,                 1.5806,                 1.7172,                  1.866,                0.53797,                0.43122,                0.54733,                0.27644,                 1.7756,                 1.8403,                 2.0471,               0.009784,               0.009784,               0.009784
                     29,                   1.58,                 1.6755,                 1.8519,                0.54891,                0.72756,                0.72237,                0.35343,                 1.6429,                 1.4694,                 1.9148,               0.009776,               0.009776,               0.009776
                     30,                 1.5743,                 1.7046,                 1.8638,                  0.748,                0.46501,                0.62913,                0.34727,                 1.6926,                 1.7501,                 1.9819,               0.009768,               0.009768,               0.009768
                     31,                 1.5707,                  1.693,                 1.8558,                0.85191,                0.42497,                0.62272,                0.27795,                 1.8866,                 1.9904,                 2.1469,                0.00976,                0.00976,                0.00976
                     32,                 1.5581,                 1.6527,                 1.8372,                0.38235,                0.59424,                0.63149,                0.35939,                 1.5756,                 1.4909,                  1.879,               0.009752,               0.009752,               0.009752
                     33,                 1.5412,                 1.6543,                 1.8232,                0.61529,                0.73259,                0.70924,                0.33831,                 1.6642,                  1.407,                 2.0121,               0.009744,               0.009744,               0.009744
                     34,                 1.5469,                 1.6522,                 1.8223,                0.60985,                 0.6137,                0.69385,                0.27997,                  1.899,                 1.6391,                 2.1915,               0.009736,               0.009736,               0.009736
                     35,                 1.5495,                 1.6535,                 1.8411,                0.56817,                0.71215,                0.68597,                0.37549,                 1.6193,                 1.4946,                 1.8697,               0.009728,               0.009728,               0.009728
                     36,                 1.5215,                 1.6277,                 1.8133,                0.36686,                0.20945,                0.25289,                0.11628,                 2.3562,                 3.4937,                 2.6673,                0.00972,                0.00972,                0.00972
                     37,                 1.5245,                 1.6138,                 1.8122,                0.60695,                0.13725,                0.11412,                0.04843,                 2.7771,                 4.9367,                 3.2843,               0.009712,               0.009712,               0.009712
                     38,                  1.522,                 1.6072,                 1.7989,                0.49253,                0.68148,                 0.6548,                0.28766,                 1.7117,                 1.5646,                 2.0267,               0.009704,               0.009704,               0.009704
                     39,                 1.5178,                 1.6293,                 1.8017,                0.60512,                0.29212,                0.31986,                0.14337,                 2.2889,                 2.6357,                 2.5165,               0.009696,               0.009696,               0.009696
                     40,                 1.5272,                  1.611,                 1.7969,                0.45349,                0.35233,                0.24058,                0.10916,                 2.2903,                 3.7208,                 2.7351,               0.009688,               0.009688,               0.009688
                     41,                 1.5108,                 1.6051,                 1.7952,                 0.4222,                0.44492,                0.48137,                0.17669,                 1.9676,                 2.2971,                 2.2382,                0.00968,                0.00968,                0.00968
                     42,                 1.5021,                  1.602,                 1.7949,                0.58413,                0.63619,                0.70558,                0.35732,                 1.7171,                 1.4875,                 1.9041,               0.009672,               0.009672,               0.009672
                     43,                 1.4933,                 1.6163,                 1.7788,                0.54575,                 0.7312,                 0.7497,                 0.4309,                 1.5163,                 1.2666,                 1.8116,               0.009664,               0.009664,               0.009664
                     44,                 1.5236,                 1.5678,                 1.7885,                0.31298,                0.31162,                0.33178,                0.15388,                 2.0843,                 2.8272,                 2.4073,               0.009656,               0.009656,               0.009656
                     45,                 1.4855,                 1.5721,                 1.7688,                0.62412,                0.71029,                0.74019,                0.43369,                  1.474,                 1.2848,                 1.7599,               0.009648,               0.009648,               0.009648
                     46,                 1.4918,                 1.5646,                 1.7724,                0.76869,                0.39319,                0.47617,                0.23137,                 1.9416,                  2.416,                 2.3486,                0.00964,                0.00964,                0.00964
                     47,                 1.5019,                 1.5774,                 1.7897,                0.64893,                0.62867,                0.71987,                0.35773,                 1.7619,                  1.438,                 2.0651,               0.009632,               0.009632,               0.009632
                     48,                 1.4756,                 1.5511,                 1.7653,                0.25741,                0.29828,                0.29479,                0.13781,                 2.0637,                 2.7381,                 2.3893,               0.009624,               0.009624,               0.009624
                     49,                 1.4654,                 1.5536,                 1.7531,                0.58455,                0.05882,                0.06801,                0.01545,                 3.0756,                 5.1593,                 3.7343,               0.009616,               0.009616,               0.009616
                     50,                  1.488,                 1.5634,                 1.7652,                0.64108,                0.76918,                 0.7838,                0.44546,                 1.5355,                 1.2488,                 1.8016,               0.009608,               0.009608,               0.009608
                     51,                  1.475,                 1.5491,                 1.7648,                0.62159,                 0.3625,                0.45114,                0.18765,                 2.1139,                 2.4364,                  2.512,                 0.0096,                 0.0096,                 0.0096
                     52,                 1.4701,                 1.5731,                 1.7639,                0.64221,                0.58374,                0.66259,                0.35108,                 1.6614,                 1.5921,                  1.874,               0.009592,               0.009592,               0.009592
                     53,                 1.4534,                  1.553,                 1.7503,                0.64116,                0.72838,                0.76314,                0.41152,                 1.6048,                 1.3323,                 1.8544,               0.009584,               0.009584,               0.009584
                     54,                 1.4838,                 1.5455,                 1.7607,                 0.5273,                0.39669,                0.42869,                0.22849,                 1.9603,                 2.0043,                 2.3253,               0.009576,               0.009576,               0.009576
                     55,                 1.4669,                 1.5341,                 1.7576,                0.52141,                0.32647,                0.28727,                0.11141,                 2.4662,                 3.3257,                 2.8896,               0.009568,               0.009568,               0.009568
                     56,                 1.4659,                 1.5329,                 1.7551,                0.64973,                0.71546,                0.77325,                 0.4484,                 1.4843,                 1.1965,                 1.7443,                0.00956,                0.00956,                0.00956
                     57,                 1.4695,                 1.5261,                 1.7488,                0.54653,                 0.7241,                0.69076,                0.35755,                 1.6002,                 1.3303,                 1.8805,               0.009552,               0.009552,               0.009552
                     58,                 1.4634,                 1.5188,                 1.7421,                0.77387,                0.66769,                0.73335,                0.40742,                 1.4983,                 1.3045,                  1.752,               0.009544,               0.009544,               0.009544
                     59,                 1.4605,                 1.5186,                 1.7449,                0.55346,                0.69753,                0.71063,                0.35062,                 1.6661,                 1.3105,                 1.9086,               0.009536,               0.009536,               0.009536
                     60,                 1.4522,                 1.4909,                 1.7401,                0.63657,                0.67719,                0.70395,                0.36936,                 1.6466,                 1.3018,                 1.8783,               0.009528,               0.009528,               0.009528
                     61,                 1.4577,                 1.4973,                 1.7382,                0.67141,                0.33114,                0.46089,                0.23817,                 1.7982,                 2.2257,                 2.1422,                0.00952,                0.00952,                0.00952
                     62,                 1.4607,                 1.4944,                 1.7363,                0.82517,                0.62309,                0.73283,                0.42281,                  1.484,                 1.1778,                 1.7812,               0.009512,               0.009512,               0.009512
                     63,                 1.4518,                 1.4814,                 1.7293,                0.67242,                0.61407,                0.71479,                0.41302,                 1.5263,                 1.2928,                  1.815,               0.009504,               0.009504,               0.009504
                     64,                 1.4392,                 1.4883,                 1.7253,                0.62826,                0.71098,                0.72707,                0.42998,                  1.529,                 1.1684,                  1.823,               0.009496,               0.009496,               0.009496
                     65,                 1.4575,                 1.4994,                 1.7459,                0.52602,                0.38274,                0.43691,                0.23051,                 1.8582,                 2.0704,                 2.1716,               0.009488,               0.009488,               0.009488
                     66,                 1.4551,                 1.4577,                 1.7309,                0.53816,                0.65928,                0.68356,                0.32462,                  1.709,                 1.5161,                 1.9506,                0.00948,                0.00948,                0.00948
                     67,                 1.4308,                 1.4685,                 1.7206,                0.65076,                 0.7388,                0.74222,                0.40836,                  1.443,                 1.2201,                 1.7206,               0.009472,               0.009472,               0.009472
                     68,                 1.4371,                 1.4619,                 1.7279,                0.81938,                0.69532,                0.75505,                0.41535,                 1.5563,                 1.2615,                 1.8393,               0.009464,               0.009464,               0.009464
                     69,                  1.429,                 1.4512,                 1.7145,                0.59355,                0.21968,                0.20714,                0.09095,                  2.433,                 3.0834,                 2.6449,               0.009456,               0.009456,               0.009456
                     70,                 1.4229,                 1.4437,                 1.7027,                0.68115,                0.47821,                0.64251,                0.33112,                 1.7319,                 1.4448,                 1.9443,               0.009448,               0.009448,               0.009448
                     71,                 1.4378,                 1.4795,                  1.715,                0.55315,                0.73398,                0.73205,                0.43182,                 1.4041,                 1.1941,                 1.6938,                0.00944,                0.00944,                0.00944
                     72,                 1.4269,                  1.457,                 1.7205,                0.64871,                0.51035,                 0.5921,                0.28343,                 1.9394,                 1.7685,                 2.1808,               0.009432,               0.009432,               0.009432
                     73,                 1.4289,                 1.4366,                 1.6996,                0.58913,                0.36606,                0.44271,                0.22789,                   1.88,                 2.1079,                 2.1198,               0.009424,               0.009424,               0.009424
                     74,                 1.4129,                 1.4339,                 1.7002,                0.56236,                0.31732,                 0.3501,                0.17816,                 2.1684,                 2.5826,                 2.3771,               0.009416,               0.009416,               0.009416
                     75,                 1.4255,                 1.4632,                  1.711,                0.53639,                0.62039,                0.59806,                0.27512,                 1.7371,                 1.5062,                 2.0286,               0.009408,               0.009408,               0.009408
                     76,                  1.434,                 1.4441,                 1.7155,                0.55702,                0.76011,                0.69049,                 0.3659,                 1.5374,                  1.363,                 1.8516,                 0.0094,                 0.0094,                 0.0094
                     77,                 1.4055,                 1.4554,                 1.7066,                0.71592,                0.66076,                0.72872,                0.37153,                 1.6063,                 1.3047,                 1.8541,               0.009392,               0.009392,               0.009392
                     78,                 1.4157,                  1.443,                 1.6972,                0.61236,                0.78778,                0.72359,                0.41113,                 1.4891,                 1.1989,                 1.7698,               0.009384,               0.009384,               0.009384
                     79,                 1.4283,                 1.4322,                 1.7032,                0.72436,                0.63147,                0.71278,                 0.3938,                 1.4215,                 1.3636,                 1.7587,               0.009376,               0.009376,               0.009376
                     80,                 1.4228,                 1.4383,                 1.6971,                0.67202,                0.62839,                0.70773,                 0.3976,                 1.7012,                 1.3346,                 1.9537,               0.009368,               0.009368,               0.009368
                     81,                  1.419,                 1.4442,                 1.6948,                0.71387,                0.68462,                0.75231,                0.44375,                 1.4612,                 1.1452,                 1.7795,                0.00936,                0.00936,                0.00936
                     82,                 1.4123,                 1.4383,                 1.6914,                0.67945,                0.68328,                0.72124,                0.36037,                 1.6856,                 1.2946,                 1.9735,               0.009352,               0.009352,               0.009352
                     83,                 1.4126,                 1.4265,                 1.6944,                0.57224,                0.59735,                0.61809,                0.27853,                  1.696,                 1.4854,                 1.9599,               0.009344,               0.009344,               0.009344
                     84,                 1.4149,                 1.4425,                 1.7032,                0.79884,                0.61005,                0.67273,                0.38609,                 1.4876,                 1.3945,                 1.8378,               0.009336,               0.009336,               0.009336
                     85,                 1.3977,                 1.4225,                 1.6929,                0.72733,                0.75181,                0.80687,                0.45455,                 1.4139,                 1.1591,                 1.6993,               0.009328,               0.009328,               0.009328
                     86,                 1.4043,                 1.4292,                 1.6884,                0.58683,                0.54154,                0.64923,                0.32529,                 1.6953,                 1.4824,                 1.9584,                0.00932,                0.00932,                0.00932
                     87,                 1.4055,                 1.4165,                 1.6965,                0.86869,                0.53161,                0.69832,                0.33464,                  1.664,                 1.3109,                 1.9415,               0.009312,               0.009312,               0.009312
                     88,                 1.4146,                 1.4208,                 1.6936,                0.72784,                0.58398,                 0.7057,                0.37463,                 1.5978,                 1.4825,                 1.8689,               0.009304,               0.009304,               0.009304
                     89,                  1.407,                 1.4227,                 1.6978,                0.58535,                0.26967,                0.20936,                0.09846,                 2.4136,                  3.791,                 2.9162,               0.009296,               0.009296,               0.009296
                     90,                 1.3899,                 1.4072,                 1.6701,                0.57707,                0.70168,                 0.7088,                0.36915,                 1.5783,                 1.3153,                 1.8068,               0.009288,               0.009288,               0.009288
                     91,                 1.4121,                 1.4117,                 1.6934,                 0.7801,                0.27548,                0.45373,                0.20236,                  2.047,                 2.3731,                 2.3533,                0.00928,                0.00928,                0.00928
                     92,                 1.3992,                  1.386,                   1.68,                0.55574,                0.54112,                0.50152,                0.24847,                 1.7286,                 1.7216,                 2.0383,               0.009272,               0.009272,               0.009272
                     93,                 1.4112,                 1.4211,                 1.6926,                0.39722,                 0.3488,                0.27688,                0.13101,                 2.0996,                 2.7233,                 2.4413,               0.009264,               0.009264,               0.009264
                     94,                 1.3966,                 1.4159,                 1.6884,                0.61027,                0.82029,                0.78466,                0.43587,                 1.4169,                 1.2859,                 1.7121,               0.009256,               0.009256,               0.009256
                     95,                 1.3988,                  1.401,                 1.6794,                0.72914,                0.78927,                0.81371,                 0.4258,                 1.5009,                 1.1717,                 1.7775,               0.009248,               0.009248,               0.009248
                     96,                  1.394,                 1.3863,                 1.6734,                0.32198,                0.38611,                0.29699,                0.12361,                 2.2017,                 2.7212,                 2.4921,                0.00924,                0.00924,                0.00924
                     97,                 1.3861,                 1.3884,                  1.673,                0.57971,                0.31948,                0.38817,                0.22174,                 2.0914,                 2.6327,                 2.4691,               0.009232,               0.009232,               0.009232
                     98,                 1.4031,                 1.4051,                 1.6939,                0.65418,                0.63696,                0.70571,                0.33026,                 1.7094,                 1.3861,                 1.9724,               0.009224,               0.009224,               0.009224
                     99,                 1.3897,                 1.3811,                 1.6685,                0.74575,                0.66128,                0.69668,                0.33912,                 1.7267,                 1.4114,                 2.0253,               0.009216,               0.009216,               0.009216
                    100,                 1.3816,                 1.3707,                  1.657,                0.67384,                0.55232,                0.64407,                0.34142,                 1.5913,                 1.6039,                 1.9102,               0.009208,               0.009208,               0.009208
                    101,                   1.39,                 1.3917,                 1.6787,                0.68226,                0.75014,                0.78726,                0.43825,                 1.4683,                 1.1146,                 1.7325,                 0.0092,                 0.0092,                 0.0092
                    102,                 1.3871,                 1.4013,                 1.6803,                0.66794,                0.69285,                0.73561,                0.41519,                 1.4411,                 1.2246,                 1.7301,               0.009192,               0.009192,               0.009192
                    103,                 1.3765,                 1.3739,                 1.6671,                0.54983,                0.80689,                0.72982,                0.38337,                 1.5327,                 1.2516,                 1.8034,               0.009184,               0.009184,               0.009184
                    104,                 1.3841,                 1.3755,                 1.6643,                0.62353,                0.73064,                0.71015,                0.39643,                 1.5015,                 1.2446,                 1.7997,               0.009176,               0.009176,               0.009176
                    105,                 1.3781,                 1.3788,                 1.6616,                0.75049,                0.70448,                 0.7722,                0.46207,                 1.4074,                 1.1626,                 1.7269,               0.009168,               0.009168,               0.009168
                    106,                 1.3893,                 1.3938,                  1.678,                0.50453,                0.47201,                 0.4091,                0.21179,                 1.9426,                 2.1896,                 2.2894,                0.00916,                0.00916,                0.00916
                    107,                 1.3748,                 1.3842,                 1.6584,                0.90568,                0.65392,                0.74598,                0.43758,                 1.4748,                 1.1537,                 1.7873,               0.009152,               0.009152,               0.009152
                    108,                 1.3632,                 1.3717,                 1.6713,                0.67065,                 0.6948,                0.74766,                0.42763,                  1.544,                 1.1157,                 1.8307,               0.009144,               0.009144,               0.009144
                    109,                 1.3723,                 1.3665,                 1.6624,                0.58649,                0.76567,                0.72541,                0.43303,                  1.443,                 1.1408,                 1.7198,               0.009136,               0.009136,               0.009136
                    110,                 1.3724,                  1.364,                 1.6592,                0.86979,                0.71788,                0.83325,                 0.4673,                 1.4719,                 1.1112,                 1.7469,               0.009128,               0.009128,               0.009128
                    111,                   1.37,                 1.3652,                 1.6599,                0.66008,                0.23039,                0.25281,                0.10982,                 2.3097,                 3.1086,                 2.8051,                0.00912,                0.00912,                0.00912
                    112,                 1.3715,                 1.3559,                 1.6526,                0.75946,                0.14566,                0.21681,                 0.0816,                  2.214,                 3.5705,                 2.7248,               0.009112,               0.009112,               0.009112
                    113,                 1.3826,                 1.3614,                 1.6557,                0.52194,                0.64412,                0.61633,                0.33313,                 1.6524,                 1.3943,                 1.9229,               0.009104,               0.009104,               0.009104
                    114,                 1.3857,                 1.3505,                 1.6561,                0.41207,                0.64779,                0.56583,                0.32867,                 1.6279,                 1.4445,                 1.9333,               0.009096,               0.009096,               0.009096
                    115,                 1.3818,                 1.3464,                 1.6598,                0.63745,                 0.7461,                0.77349,                0.42047,                 1.4812,                 1.1648,                 1.7871,               0.009088,               0.009088,               0.009088
                    116,                 1.3753,                 1.3512,                 1.6493,                0.60696,                0.57812,                0.63203,                 0.3121,                 1.7236,                  1.404,                 2.0074,                0.00908,                0.00908,                0.00908
                    117,                 1.3752,                 1.3676,                 1.6497,                0.73317,                0.58985,                0.60059,                0.32235,                 1.8289,                 1.6712,                 2.1073,               0.009072,               0.009072,               0.009072
                    118,                 1.3625,                 1.3287,                 1.6449,                0.73245,                0.27353,                0.44871,                0.23419,                 2.1032,                 2.5796,                 2.3645,               0.009064,               0.009064,               0.009064
                    119,                 1.3649,                 1.3542,                 1.6444,                0.75062,                0.63238,                0.75916,                0.41036,                 1.5534,                 1.3338,                  1.856,               0.009056,               0.009056,               0.009056
                    120,                 1.3748,                   1.35,                 1.6563,                0.62834,                0.78126,                0.74719,                0.45539,                 1.4352,                 1.1722,                 1.7204,               0.009048,               0.009048,               0.009048
                    121,                 1.3722,                  1.355,                 1.6558,                0.86074,                0.47108,                 0.6349,                0.30717,                 1.7464,                 1.4676,                 2.0278,                0.00904,                0.00904,                0.00904
                    122,                 1.3612,                 1.3271,                 1.6379,                0.70927,                0.51618,                0.64267,                 0.3301,                  1.791,                 1.5892,                 2.0152,               0.009032,               0.009032,               0.009032
                    123,                 1.3624,                 1.3377,                 1.6439,                0.41229,                0.43349,                0.40625,                0.20007,                 1.8758,                 2.1889,                 2.2357,               0.009024,               0.009024,               0.009024
                    124,                 1.3696,                 1.3176,                 1.6427,                0.77435,                0.71762,                 0.7784,                0.46684,                 1.3883,                 1.0662,                 1.6844,               0.009016,               0.009016,               0.009016
                    125,                 1.3717,                 1.3514,                 1.6501,                0.72383,                0.66749,                0.74749,                0.44993,                 1.3796,                 1.1531,                  1.711,               0.009008,               0.009008,               0.009008
                    126,                 1.3591,                 1.3244,                  1.639,                0.68038,                0.68251,                0.75653,                0.43959,                 1.4888,                 1.1103,                 1.7606,                  0.009,                  0.009,                  0.009
                    127,                 1.3632,                 1.3197,                 1.6429,                0.59431,                0.77804,                0.75973,                0.44793,                 1.4598,                 1.0958,                 1.7191,               0.008992,               0.008992,               0.008992
                    128,                 1.3507,                 1.3219,                 1.6443,                0.60062,                0.72418,                 0.6793,                0.39585,                 1.4965,                  1.268,                 1.7739,               0.008984,               0.008984,               0.008984
                    129,                 1.3556,                 1.3196,                 1.6362,                0.67296,                0.78915,                0.76179,                0.44807,                 1.4299,                 1.0832,                 1.7071,               0.008976,               0.008976,               0.008976
                    130,                 1.3651,                 1.3449,                 1.6572,                0.56586,                0.67423,                0.75924,                0.40349,                 1.6146,                  1.151,                 1.9011,               0.008968,               0.008968,               0.008968
                    131,                 1.3656,                 1.3342,                 1.6482,                0.60038,                0.73267,                 0.7514,                0.43427,                 1.4663,                 1.0963,                 1.7558,                0.00896,                0.00896,                0.00896
                    132,                 1.3588,                 1.3224,                 1.6426,                0.75683,                0.28805,                0.33418,                0.16441,                 2.0166,                 2.8395,                 2.2967,               0.008952,               0.008952,               0.008952
                    133,                 1.3543,                  1.314,                 1.6355,                0.68802,                0.70733,                0.73894,                0.39009,                 1.6551,                 1.1477,                 1.9001,               0.008944,               0.008944,               0.008944
                    134,                 1.3606,                 1.3319,                 1.6391,                  0.641,                0.84912,                 0.7702,                0.46477,                 1.4277,                 1.0847,                 1.6959,               0.008936,               0.008936,               0.008936
                    135,                 1.3635,                 1.3129,                 1.6355,                0.66315,                0.72526,                0.77273,                0.44454,                 1.4243,                 1.1281,                 1.7468,               0.008928,               0.008928,               0.008928
                    136,                 1.3356,                 1.2896,                 1.6197,                0.64639,                0.78545,                0.77397,                0.44546,                 1.4971,                 1.1092,                 1.8015,                0.00892,                0.00892,                0.00892
                    137,                 1.3546,                 1.3288,                 1.6401,                0.66951,                0.85262,                0.80525,                 0.4244,                 1.4622,                 1.0797,                 1.7475,               0.008912,               0.008912,               0.008912
                    138,                 1.3501,                 1.3029,                 1.6298,                0.67283,                0.78956,                0.77431,                0.42253,                 1.5624,                 1.0788,                 1.8727,               0.008904,               0.008904,               0.008904
                    139,                 1.3471,                 1.2954,                 1.6333,                0.66463,                 0.7386,                 0.7409,                0.43024,                 1.4439,                  1.111,                 1.7627,               0.008896,               0.008896,               0.008896
                    140,                 1.3634,                 1.3239,                 1.6581,                0.64079,                0.81693,                0.75756,                0.43801,                 1.4095,                 1.1064,                 1.7321,               0.008888,               0.008888,               0.008888
                    141,                 1.3498,                 1.3094,                 1.6275,                 0.6391,                0.62211,                0.65581,                0.35577,                 1.5989,                 1.2955,                 1.8917,                0.00888,                0.00888,                0.00888
                    142,                 1.3349,                 1.3096,                 1.6244,                0.61568,                0.64993,                0.73259,                0.39641,                 1.5343,                 1.2006,                 1.8227,               0.008872,               0.008872,               0.008872
                    143,                   1.35,                 1.2998,                   1.64,                0.68481,                0.75066,                0.80657,                0.46774,                  1.459,                 1.0684,                 1.7566,               0.008864,               0.008864,               0.008864
                    144,                 1.3335,                 1.2939,                 1.6284,                0.82356,                0.61361,                0.71497,                0.38403,                 1.5835,                 1.1637,                 1.9002,               0.008856,               0.008856,               0.008856
                    145,                 1.3409,                 1.2935,                 1.6204,                0.92798,                0.62959,                0.76692,                0.41699,                 1.4991,                 1.1426,                 1.7713,               0.008848,               0.008848,               0.008848
                    146,                 1.3264,                 1.3042,                 1.6204,                 0.6048,                 0.6184,                0.67363,                0.39056,                 1.5587,                 1.2545,                 1.8712,                0.00884,                0.00884,                0.00884
                    147,                 1.3337,                 1.2983,                 1.6247,                0.63021,                0.68908,                0.70905,                 0.3559,                 1.6639,                 1.2205,                 1.9851,               0.008832,               0.008832,               0.008832
                    148,                 1.3359,                  1.293,                 1.6271,                0.65505,                  0.721,                0.69313,                0.39949,                 1.5087,                 1.2196,                 1.8317,               0.008824,               0.008824,               0.008824
                    149,                 1.3378,                 1.2943,                 1.6246,                0.55348,                0.71557,                 0.7134,                0.34605,                 1.6652,                 1.2163,                 1.9771,               0.008816,               0.008816,               0.008816
                    150,                 1.3531,                 1.3017,                 1.6461,                0.68604,                0.77275,                0.76746,                0.45862,                 1.3618,                 1.1408,                 1.6938,               0.008808,               0.008808,               0.008808
                    151,                 1.3498,                 1.3145,                 1.6296,                0.65498,                0.77963,                 0.7722,                0.44572,                 1.4567,                  1.072,                 1.7446,                 0.0088,                 0.0088,                 0.0088
                    152,                 1.3513,                 1.2915,                 1.6282,                0.64062,                0.74977,                0.76723,                0.44069,                 1.4627,                 1.1321,                 1.7385,               0.008792,               0.008792,               0.008792
                    153,                 1.3355,                 1.3058,                 1.6272,                0.69912,                0.75886,                0.76243,                0.43511,                 1.4098,                 1.0948,                 1.7005,               0.008784,               0.008784,               0.008784
                    154,                 1.3349,                 1.2754,                 1.6278,                0.67049,                0.72879,                0.74673,                0.41839,                 1.5071,                 1.1458,                 1.8232,               0.008776,               0.008776,               0.008776
                    155,                 1.3379,                 1.2985,                 1.6254,                0.65341,                0.78756,                0.75958,                 0.4529,                 1.4245,                  1.126,                 1.7737,               0.008768,               0.008768,               0.008768
                    156,                 1.3162,                 1.2691,                 1.6136,                0.69653,                0.62234,                 0.7127,                0.39539,                 1.5347,                 1.1499,                 1.8611,                0.00876,                0.00876,                0.00876
