                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                  1.575,                 1.3379,                  1.561,                  0.653,                0.65948,                0.62821,                 0.3197,                 1.8017,                 1.4112,                 1.5596,                0.00977,                0.00977,                0.00977
                     25,                 1.5607,                 1.3113,                 1.5471,                0.61746,                0.61019,                0.56746,                0.29315,                 1.7512,                 1.5755,                 1.5425,                0.00976,                0.00976,                0.00976
                     26,                 1.5514,                 1.3107,                 1.5521,                0.65773,                0.68301,                0.68051,                0.37208,                 1.6444,                 1.3263,                 1.4912,                0.00975,                0.00975,                0.00975
                     27,                 1.5693,                 1.3182,                 1.5441,                0.63486,                0.67262,                0.67856,                0.34961,                 1.7212,                 1.3561,                 1.4735,                0.00974,                0.00974,                0.00974
                     28,                 1.5501,                 1.2905,                 1.5334,                 0.6986,                 0.5794,                 0.6117,                0.31814,                 1.7791,                 1.4578,                  1.559,                0.00973,                0.00973,                0.00973
                     29,                 1.5434,                 1.2911,                 1.5233,                0.63433,                0.64484,                0.65312,                0.35546,                 1.6982,                 1.3197,                 1.5187,                0.00972,                0.00972,                0.00972
                     30,                 1.5282,                  1.271,                 1.5249,                0.71822,                0.55391,                 0.5916,                0.31494,                 1.8091,                 1.5948,                   1.62,                0.00971,                0.00971,                0.00971
                     31,                 1.5122,                   1.26,                 1.5134,                 0.6342,                0.63045,                0.63429,                0.33335,                  1.731,                 1.3757,                 1.5034,                 0.0097,                 0.0097,                 0.0097
                     32,                 1.5084,                  1.265,                 1.5073,                0.70511,                0.31882,                0.32843,                0.16341,                 2.2064,                  2.441,                 2.0055,                0.00969,                0.00969,                0.00969
                     33,                 1.5188,                 1.2531,                 1.5046,                0.63568,                0.57685,                0.61219,                0.31826,                 1.7733,                 1.4659,                 1.5431,                0.00968,                0.00968,                0.00968
                     34,                 1.5013,                  1.245,                 1.5055,                0.63405,                0.68234,                0.65956,                0.32674,                 1.7674,                 1.4328,                 1.5215,                0.00967,                0.00967,                0.00967
                     35,                 1.4949,                 1.2302,                 1.4898,                  0.634,                0.63532,                0.61087,                 0.3308,                 1.6869,                 1.4303,                 1.5233,                0.00966,                0.00966,                0.00966
                     36,                 1.5015,                 1.2411,                 1.4957,                0.64094,                0.70238,                0.68944,                0.37102,                 1.6427,                  1.274,                 1.4831,                0.00965,                0.00965,                0.00965
                     37,                 1.4932,                 1.2354,                 1.4934,                0.68882,                0.67895,                 0.7151,                0.36135,                 1.6542,                 1.3008,                 1.4536,                0.00964,                0.00964,                0.00964
                     38,                 1.4941,                 1.2321,                 1.4972,                0.69111,                0.68701,                0.70281,                0.38698,                  1.553,                 1.2701,                 1.4223,                0.00963,                0.00963,                0.00963
                     39,                 1.4809,                 1.2174,                 1.4854,                0.65964,                0.64484,                0.64645,                0.36135,                 1.6359,                  1.366,                 1.4543,                0.00962,                0.00962,                0.00962
                     40,                 1.4878,                 1.2291,                 1.4815,                0.71219,                0.66548,                 0.7069,                0.38386,                 1.5853,                  1.225,                 1.4169,                0.00961,                0.00961,                0.00961
                     41,                 1.4763,                 1.2193,                 1.4801,                0.63922,                0.54894,                0.55669,                0.28202,                 1.7771,                 1.5894,                 1.5503,                 0.0096,                 0.0096,                 0.0096
                     42,                 1.4866,                 1.2165,                 1.4813,                 0.6649,                0.67305,                0.69379,                0.36806,                 1.6389,                 1.3331,                 1.4627,                0.00959,                0.00959,                0.00959
                     43,                 1.4659,                 1.2086,                 1.4778,                0.70347,                0.62539,                0.63994,                 0.3269,                 1.6718,                 1.4343,                 1.4762,                0.00958,                0.00958,                0.00958
                     44,                 1.4831,                 1.1987,                 1.4822,                0.71919,                0.68876,                0.71024,                0.38619,                 1.6319,                 1.2432,                 1.4334,                0.00957,                0.00957,                0.00957
                     45,                 1.4636,                 1.2005,                 1.4672,                0.72154,                0.70196,                0.71583,                0.38329,                 1.6216,                 1.2499,                 1.4407,                0.00956,                0.00956,                0.00956
                     46,                 1.4561,                 1.2023,                 1.4704,                0.75354,                0.63862,                0.71435,                0.39202,                 1.5638,                 1.2333,                 1.4057,                0.00955,                0.00955,                0.00955
                     47,                 1.4619,                 1.1825,                 1.4613,                0.71774,                0.69346,                0.71381,                0.39717,                 1.6129,                 1.2267,                  1.432,                0.00954,                0.00954,                0.00954
                     48,                 1.4545,                 1.1802,                 1.4556,                 0.7172,                0.71927,                0.73344,                0.39874,                  1.588,                  1.191,                 1.3798,                0.00953,                0.00953,                0.00953
                     49,                 1.4531,                 1.1743,                  1.453,                0.69498,                0.62714,                0.67407,                0.36663,                 1.6621,                 1.3258,                  1.476,                0.00952,                0.00952,                0.00952
                     50,                 1.4613,                 1.1732,                  1.453,                0.72063,                0.70234,                0.70814,                0.39224,                 1.5667,                 1.2023,                 1.4065,                0.00951,                0.00951,                0.00951
                     51,                 1.4494,                 1.1685,                 1.4492,                0.64658,                0.69551,                0.68683,                 0.3531,                  1.702,                 1.2768,                 1.4626,                 0.0095,                 0.0095,                 0.0095
                     52,                 1.4443,                 1.1765,                 1.4462,                0.75128,                0.66481,                0.71173,                0.39644,                 1.5661,                 1.2687,                 1.4021,                0.00949,                0.00949,                0.00949
                     53,                 1.4501,                 1.1615,                   1.45,                0.71391,                 0.7317,                0.72788,                0.41784,                 1.5764,                 1.1909,                 1.3831,                0.00948,                0.00948,                0.00948
                     54,                 1.4471,                 1.1728,                 1.4526,                0.72107,                0.70722,                 0.7145,                0.41427,                 1.5403,                  1.224,                 1.3782,                0.00947,                0.00947,                0.00947
                     55,                 1.4442,                 1.1797,                 1.4462,                0.69034,                0.72596,                0.73001,                0.40894,                 1.6027,                 1.2225,                 1.4369,                0.00946,                0.00946,                0.00946
                     56,                 1.4415,                 1.1545,                 1.4361,                0.72692,                0.65939,                0.70347,                0.38352,                 1.6781,                 1.3006,                  1.454,                0.00945,                0.00945,                0.00945
                     57,                 1.4295,                 1.1519,                   1.44,                0.69687,                0.72077,                0.72707,                0.39065,                 1.5884,                 1.2043,                 1.3971,                0.00944,                0.00944,                0.00944
                     58,                 1.4277,                 1.1415,                 1.4309,                0.68237,                0.71759,                0.71154,                0.41469,                 1.5745,                 1.1892,                 1.3915,                0.00943,                0.00943,                0.00943
                     59,                 1.4249,                 1.1446,                 1.4371,                0.71194,                0.64638,                  0.684,                0.35778,                 1.6846,                 1.2805,                 1.5245,                0.00942,                0.00942,                0.00942
                     60,                 1.4291,                 1.1399,                 1.4431,                0.72016,                0.72102,                0.76169,                0.43562,                 1.5545,                 1.1529,                 1.4009,                0.00941,                0.00941,                0.00941
                     61,                 1.4348,                 1.1403,                 1.4445,                0.69913,                0.55486,                0.60273,                0.30304,                 1.8709,                 1.5308,                 1.5555,                 0.0094,                 0.0094,                 0.0094
                     62,                 1.4204,                 1.1401,                 1.4256,                0.71875,                0.63349,                0.64981,                0.32782,                 1.7313,                 1.3705,                 1.5367,                0.00939,                0.00939,                0.00939
                     63,                 1.4205,                 1.1337,                 1.4224,                0.71752,                0.69767,                0.71359,                0.41045,                 1.6032,                 1.1702,                 1.4063,                0.00938,                0.00938,                0.00938
                     64,                 1.4282,                   1.14,                 1.4312,                0.74764,                0.68528,                0.72448,                0.40881,                 1.6015,                 1.2292,                 1.4053,                0.00937,                0.00937,                0.00937
                     65,                 1.4091,                  1.119,                 1.4203,                0.67203,                0.67778,                0.69269,                0.35222,                 1.6954,                 1.2574,                 1.4759,                0.00936,                0.00936,                0.00936
                     66,                  1.414,                 1.1194,                 1.4188,                0.74616,                0.72254,                0.74696,                0.42216,                 1.5592,                 1.1446,                 1.3708,                0.00935,                0.00935,                0.00935
                     67,                 1.4208,                 1.1185,                 1.4211,                0.73045,                0.69293,                0.73453,                0.40123,                 1.5896,                  1.178,                 1.3988,                0.00934,                0.00934,                0.00934
                     68,                 1.4165,                 1.1188,                 1.4274,                0.73958,                0.63611,                0.68865,                0.38303,                 1.6747,                 1.2542,                 1.4684,                0.00933,                0.00933,                0.00933
                     69,                 1.4089,                 1.1371,                 1.4171,                0.68636,                 0.7246,                0.71325,                0.41052,                 1.5665,                 1.1143,                 1.3752,                0.00932,                0.00932,                0.00932
                     70,                 1.4107,                 1.1291,                  1.422,                0.73312,                0.69568,                0.72248,                0.41408,                 1.5387,                 1.1883,                 1.3626,                0.00931,                0.00931,                0.00931
                     71,                 1.3971,                 1.1099,                 1.4057,                0.70782,                0.73058,                0.73982,                 0.4237,                 1.5103,                 1.1441,                 1.3557,                 0.0093,                 0.0093,                 0.0093
                     72,                 1.4009,                  1.107,                 1.4155,                0.74631,                0.73063,                0.75327,                0.42964,                 1.5422,                 1.1333,                 1.3772,                0.00929,                0.00929,                0.00929
                     73,                 1.4095,                 1.1091,                 1.4145,                0.72233,                 0.7587,                  0.742,                0.41812,                 1.5577,                 1.1502,                 1.3969,                0.00928,                0.00928,                0.00928
                     74,                 1.3912,                 1.0986,                 1.4074,                0.73185,                0.71539,                0.71964,                0.41211,                 1.5705,                 1.1671,                 1.3608,                0.00927,                0.00927,                0.00927
                     75,                  1.395,                 1.0902,                  1.407,                0.71102,                0.72765,                0.71788,                 0.4142,                 1.5479,                 1.1519,                 1.3642,                0.00926,                0.00926,                0.00926
                     76,                  1.394,                 1.0951,                 1.4088,                0.72635,                0.74059,                0.74466,                0.42548,                 1.5364,                 1.1929,                 1.3245,                0.00925,                0.00925,                0.00925
                     77,                 1.3924,                 1.1018,                 1.4016,                0.72175,                0.71734,                0.74045,                0.44355,                 1.4393,                 1.1425,                 1.3208,                0.00924,                0.00924,                0.00924
                     78,                 1.4135,                 1.1052,                 1.4094,                0.71164,                 0.6902,                0.72475,                0.41915,                 1.5697,                 1.1438,                 1.3797,                0.00923,                0.00923,                0.00923
                     79,                 1.3875,                 1.0879,                 1.3992,                0.72214,                0.71336,                0.72394,                0.39946,                 1.6291,                 1.1632,                 1.4018,                0.00922,                0.00922,                0.00922
                     80,                 1.3889,                 1.0961,                 1.4043,                0.74642,                0.73082,                0.75999,                0.42442,                 1.5433,                 1.1019,                 1.3378,                0.00921,                0.00921,                0.00921
                     81,                  1.387,                 1.0979,                 1.4105,                0.74618,                0.75392,                0.77962,                0.45019,                  1.494,                  1.091,                 1.3229,                 0.0092,                 0.0092,                 0.0092
                     82,                 1.3856,                 1.1057,                 1.3941,                0.74422,                0.74233,                0.75214,                0.43963,                 1.5411,                  1.131,                 1.3537,                0.00919,                0.00919,                0.00919
                     83,                 1.3853,                 1.1049,                 1.3972,                0.76432,                0.75286,                0.76408,                0.42986,                 1.5838,                 1.1182,                 1.3455,                0.00918,                0.00918,                0.00918
                     84,                 1.3814,                 1.0813,                 1.3987,                0.74852,                0.72861,                0.73866,                0.43169,                 1.5231,                 1.1278,                 1.3388,                0.00917,                0.00917,                0.00917
                     85,                  1.374,                 1.0741,                 1.3896,                0.78133,                0.68042,                0.75107,                0.45103,                 1.4818,                 1.0806,                 1.3004,                0.00916,                0.00916,                0.00916
                     86,                 1.3802,                 1.0827,                 1.3968,                 0.7463,                0.74656,                0.75675,                0.43164,                 1.5733,                 1.1077,                 1.3579,                0.00915,                0.00915,                0.00915
                     87,                 1.3758,                  1.086,                 1.3866,                0.75164,                0.73836,                0.75638,                0.42843,                 1.5541,                 1.1076,                 1.3545,                0.00914,                0.00914,                0.00914
                     88,                  1.376,                  1.074,                 1.3858,                0.76693,                0.73784,                0.76908,                0.46936,                  1.441,                  1.054,                 1.2736,                0.00913,                0.00913,                0.00913
                     89,                  1.375,                 1.0846,                 1.3928,                0.75677,                0.71045,                0.75022,                0.43425,                 1.5385,                 1.1136,                 1.3418,                0.00912,                0.00912,                0.00912
                     90,                 1.3786,                 1.0844,                  1.385,                0.78208,                0.72795,                0.76878,                0.46344,                 1.4521,                 1.0592,                 1.2921,                0.00911,                0.00911,                0.00911
                     91,                 1.3655,                 1.0722,                 1.3838,                0.72267,                0.73972,                0.75195,                0.44822,                 1.4927,                 1.0482,                 1.3266,                 0.0091,                 0.0091,                 0.0091
                     92,                  1.368,                 1.0627,                 1.3842,                 0.7479,                0.71678,                0.73583,                0.42133,                 1.5515,                  1.094,                 1.3647,                0.00909,                0.00909,                0.00909
                     93,                 1.3677,                 1.0742,                 1.3829,                0.76667,                 0.6991,                0.75559,                 0.4269,                 1.5308,                 1.1282,                 1.3572,                0.00908,                0.00908,                0.00908
                     94,                 1.3673,                 1.0596,                  1.383,                0.72425,                0.73987,                0.77172,                0.46711,                 1.4328,                 1.0729,                 1.2938,                0.00907,                0.00907,                0.00907
                     95,                 1.3815,                 1.0779,                 1.3945,                0.78594,                0.71684,                0.77007,                0.45133,                 1.5676,                 1.0624,                 1.3335,                0.00906,                0.00906,                0.00906
                     96,                 1.3692,                 1.0511,                  1.387,                0.73289,                 0.7314,                0.75013,                0.44351,                 1.5016,                 1.0755,                 1.3399,                0.00905,                0.00905,                0.00905
                     97,                 1.3602,                 1.0598,                 1.3745,                0.71849,                0.79029,                0.75847,                0.42951,                 1.6019,                 1.1148,                  1.337,                0.00904,                0.00904,                0.00904
                     98,                 1.3563,                 1.0628,                 1.3801,                0.75875,                0.75733,                0.77873,                0.44844,                 1.5042,                 1.0341,                 1.3231,                0.00903,                0.00903,                0.00903
                     99,                  1.361,                 1.0645,                 1.3753,                0.78313,                0.74285,                0.77526,                0.46015,                 1.4608,                 1.0129,                 1.3019,                0.00902,                0.00902,                0.00902
                    100,                 1.3608,                 1.0641,                 1.3744,                0.77351,                0.74161,                0.78467,                0.45497,                 1.4559,                 1.0502,                 1.2971,                0.00901,                0.00901,                0.00901
                    101,                  1.371,                 1.0688,                 1.3807,                0.78629,                0.74114,                 0.7803,                0.47038,                 1.4335,                 1.0027,                 1.2881,                  0.009,                  0.009,                  0.009
                    102,                 1.3568,                   1.05,                 1.3763,                0.75621,                0.76136,                 0.7739,                0.46017,                 1.4559,                 1.0588,                   1.31,                0.00899,                0.00899,                0.00899
                    103,                 1.3594,                 1.0563,                 1.3732,                 0.7825,                0.72921,                0.78156,                0.47278,                   1.45,                0.99031,                 1.2941,                0.00898,                0.00898,                0.00898
                    104,                 1.3467,                 1.0479,                 1.3678,                0.74849,                 0.7777,                0.77538,                0.45781,                 1.4803,                0.99196,                 1.3233,                0.00897,                0.00897,                0.00897
                    105,                 1.3592,                  1.057,                 1.3767,                0.80093,                0.70966,                0.77862,                0.46534,                 1.4465,                0.99465,                 1.3089,                0.00896,                0.00896,                0.00896
                    106,                 1.3534,                 1.0475,                 1.3647,                0.74617,                0.75823,                0.77196,                0.46245,                 1.4299,                 1.0136,                 1.2806,                0.00895,                0.00895,                0.00895
                    107,                 1.3548,                 1.0466,                 1.3683,                0.77838,                0.74624,                0.77286,                0.47066,                 1.4316,                0.99441,                 1.2691,                0.00894,                0.00894,                0.00894
                    108,                  1.358,                 1.0408,                 1.3699,                0.72456,                0.75047,                0.75835,                0.46468,                 1.4077,                 1.0349,                 1.2659,                0.00893,                0.00893,                0.00893
                    109,                 1.3433,                 1.0392,                 1.3591,                0.78122,                0.74947,                0.77478,                0.47207,                 1.4448,                 1.0082,                 1.3148,                0.00892,                0.00892,                0.00892
                    110,                 1.3442,                 1.0365,                 1.3542,                0.77492,                 0.7644,                0.78514,                0.46585,                 1.4863,                  1.032,                 1.3166,                0.00891,                0.00891,                0.00891
                    111,                   1.35,                  1.039,                 1.3679,                0.76699,                0.75607,                 0.7691,                0.47065,                 1.4126,                 1.0014,                 1.2875,                 0.0089,                 0.0089,                 0.0089
                    112,                 1.3436,                 1.0386,                 1.3575,                0.77847,                0.75066,                0.76622,                0.46053,                 1.4517,                0.99666,                 1.3051,                0.00889,                0.00889,                0.00889
                    113,                 1.3422,                   1.04,                 1.3614,                0.78956,                0.76141,                0.77906,                0.47872,                 1.3816,                  1.006,                 1.2548,                0.00888,                0.00888,                0.00888
                    114,                 1.3477,                 1.0259,                  1.365,                0.75386,                 0.7827,                0.78282,                0.46732,                  1.403,                0.99975,                 1.2693,                0.00887,                0.00887,                0.00887
                    115,                 1.3537,                 1.0494,                  1.367,                0.75549,                0.75889,                0.78041,                0.46375,                 1.3883,                 1.0035,                 1.2466,                0.00886,                0.00886,                0.00886
                    116,                 1.3363,                 1.0323,                 1.3597,                0.78145,                0.72408,                0.77164,                0.47214,                 1.3844,                 1.0012,                 1.2599,                0.00885,                0.00885,                0.00885
                    117,                 1.3465,                   1.04,                 1.3624,                0.77476,                0.76319,                0.78781,                0.47534,                 1.4277,                0.97486,                 1.2903,                0.00884,                0.00884,                0.00884
                    118,                 1.3369,                 1.0299,                 1.3575,                0.79534,                0.75178,                0.78761,                0.47888,                 1.4487,                0.97715,                  1.292,                0.00883,                0.00883,                0.00883
                    119,                 1.3436,                 1.0453,                 1.3641,                0.79521,                0.75391,                0.77963,                0.47556,                 1.4276,                0.96713,                 1.2821,                0.00882,                0.00882,                0.00882
                    120,                 1.3369,                 1.0219,                 1.3551,                0.78866,                0.76241,                0.79096,                0.47805,                 1.4071,                0.97236,                 1.2698,                0.00881,                0.00881,                0.00881
                    121,                 1.3365,                 1.0291,                 1.3552,                 0.7846,                0.73373,                0.78329,                0.48076,                 1.4327,                 1.0217,                 1.2668,                 0.0088,                 0.0088,                 0.0088
                    122,                 1.3318,                 1.0178,                 1.3586,                0.77724,                0.76409,                0.79071,                0.48027,                 1.4021,                0.98011,                  1.275,                0.00879,                0.00879,                0.00879
                    123,                 1.3366,                 1.0286,                 1.3549,                0.79742,                0.77847,                0.78642,                0.47691,                 1.4374,                0.97496,                 1.2765,                0.00878,                0.00878,                0.00878
                    124,                 1.3374,                 1.0211,                 1.3589,                 0.7661,                0.77381,                0.78176,                0.46952,                 1.4054,                0.96311,                 1.2677,                0.00877,                0.00877,                0.00877
                    125,                 1.3309,                 1.0173,                 1.3525,                0.77588,                0.76495,                0.77552,                0.46305,                 1.4177,                0.98396,                 1.2798,                0.00876,                0.00876,                0.00876
                    126,                 1.3298,                 1.0277,                 1.3556,                0.77142,                0.76342,                0.78324,                0.48166,                 1.4132,                0.97694,                 1.2625,                0.00875,                0.00875,                0.00875
                    127,                 1.3354,                   1.03,                 1.3556,                0.78361,                0.77751,                0.79194,                0.47538,                 1.4118,                0.98245,                 1.2457,                0.00874,                0.00874,                0.00874
                    128,                 1.3215,                 1.0175,                 1.3433,                0.77021,                 0.7904,                0.79544,                0.47034,                 1.4033,                0.97299,                  1.264,                0.00873,                0.00873,                0.00873
                    129,                 1.3344,                 1.0137,                 1.3484,                0.83036,                0.75354,                0.80492,                0.48211,                 1.4207,                0.97614,                 1.2677,                0.00872,                0.00872,                0.00872
                    130,                  1.339,                 1.0278,                 1.3571,                0.81855,                0.75595,                0.79784,                 0.4815,                 1.4043,                0.96563,                 1.2772,                0.00871,                0.00871,                0.00871
                    131,                 1.3285,                 1.0146,                 1.3492,                0.80767,                0.77563,                0.80746,                0.48263,                  1.411,                0.97391,                 1.2762,                 0.0087,                 0.0087,                 0.0087
                    132,                 1.3289,                 1.0118,                 1.3416,                0.81684,                0.75927,                0.79559,                0.46958,                 1.4301,                 0.9775,                 1.2825,                0.00869,                0.00869,                0.00869
                    133,                 1.3299,                 1.0091,                 1.3488,                0.80513,                0.79539,                0.80245,                 0.4703,                 1.4109,                0.96347,                 1.2618,                0.00868,                0.00868,                0.00868
