                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.2179,                0.85074,                 1.2254,                0.83388,                0.82177,                0.88587,                 0.5784,                 1.2531,                0.80523,                 1.2325,              0.0060267,              0.0060267,              0.0060267
                    151,                 1.2092,                0.84451,                 1.2214,                0.82625,                 0.8287,                0.88771,                0.57751,                 1.2683,                0.80581,                 1.2471,                  0.006,                  0.006,                  0.006
                    152,                 1.2203,                0.85468,                 1.2292,                0.81606,                0.81412,                0.88389,                0.57309,                 1.2828,                0.82113,                 1.2407,              0.0059733,              0.0059733,              0.0059733
                    153,                  1.203,                 0.8253,                 1.2222,                0.83181,                0.82714,                0.88407,                0.56752,                 1.2975,                0.81578,                 1.2585,              0.0059467,              0.0059467,              0.0059467
                    154,                 1.2045,                0.84303,                 1.2235,                0.84393,                0.81427,                0.88601,                0.57697,                 1.2805,                0.80126,                 1.2598,                0.00592,                0.00592,                0.00592
                    155,                 1.2084,                0.84965,                 1.2223,                0.82604,                 0.8234,                0.88664,                0.57349,                 1.2774,                0.80864,                 1.2548,              0.0058933,              0.0058933,              0.0058933
                    156,                 1.2097,                0.85444,                 1.2277,                 0.8268,                0.81591,                 0.8877,                0.58074,                 1.2584,                0.79533,                 1.2388,              0.0058667,              0.0058667,              0.0058667
                    157,                 1.2031,                0.83152,                  1.226,                0.81706,                0.82836,                0.88649,                0.57835,                 1.2677,                 0.7973,                 1.2503,                0.00584,                0.00584,                0.00584
                    158,                 1.1921,                 0.8377,                 1.2183,                0.83705,                0.80761,                0.88049,                0.56742,                 1.2757,                0.80518,                 1.2511,              0.0058133,              0.0058133,              0.0058133
                    159,                 1.2032,                0.83819,                 1.2212,                0.80079,                0.82472,                0.88237,                0.57328,                 1.2708,                0.79915,                 1.2406,              0.0057867,              0.0057867,              0.0057867
                    160,                 1.2055,                0.83762,                 1.2231,                 0.8325,                0.81934,                0.88291,                0.57705,                 1.2426,                 0.7952,                 1.2263,                0.00576,                0.00576,                0.00576
                    161,                 1.2038,                0.83558,                 1.2252,                0.83056,                0.81264,                0.88501,                0.57748,                 1.2552,                0.79412,                 1.2333,              0.0057333,              0.0057333,              0.0057333
                    162,                 1.2112,                0.83919,                 1.2169,                0.83134,                 0.8337,                0.88859,                0.57947,                 1.2544,                0.79242,                 1.2308,              0.0057067,              0.0057067,              0.0057067
                    163,                 1.1872,                  0.834,                  1.212,                0.83411,                0.82184,                0.88658,                0.57875,                 1.2499,                 0.7957,                 1.2305,                0.00568,                0.00568,                0.00568
                    164,                 1.2075,                0.83019,                 1.2138,                0.84063,                0.80892,                0.88687,                0.57957,                 1.2444,                0.79641,                 1.2215,              0.0056533,              0.0056533,              0.0056533
                    165,                 1.1944,                0.82881,                 1.2142,                0.85547,                0.79696,                  0.888,                0.57989,                 1.2461,                0.79088,                 1.2253,              0.0056267,              0.0056267,              0.0056267
                    166,                 1.1857,                0.82487,                 1.2034,                0.85206,                0.80689,                0.88781,                0.58187,                 1.2473,                0.79036,                 1.2286,                 0.0056,                 0.0056,                 0.0056
                    167,                 1.2047,                0.83507,                 1.2191,                0.83983,                0.81476,                 0.8893,                0.58134,                 1.2438,                 0.7926,                  1.223,              0.0055733,              0.0055733,              0.0055733
                    168,                 1.2034,                0.83376,                 1.2137,                0.84821,                0.81573,                0.88756,                0.58278,                 1.2411,                0.79194,                  1.226,              0.0055467,              0.0055467,              0.0055467
                    169,                 1.1876,                0.83129,                 1.2082,                0.83495,                0.82379,                0.88917,                0.58696,                 1.2504,                0.78404,                   1.23,                0.00552,                0.00552,                0.00552
                    170,                 1.1836,                0.81836,                 1.2076,                 0.8581,                0.81448,                 0.8953,                0.58523,                 1.2555,                0.78423,                 1.2322,              0.0054933,              0.0054933,              0.0054933
                    171,                 1.1834,                0.82135,                  1.214,                0.85031,                0.81018,                0.89158,                0.58328,                  1.248,                0.78763,                   1.23,              0.0054667,              0.0054667,              0.0054667
                    172,                 1.1811,                0.82918,                 1.2018,                0.86807,                0.79494,                0.89443,                 0.5819,                 1.2528,                  0.782,                 1.2288,                0.00544,                0.00544,                0.00544
                    173,                 1.1947,                0.82023,                 1.2134,                0.83168,                0.82023,                  0.896,                  0.585,                 1.2481,                0.77524,                 1.2281,              0.0054133,              0.0054133,              0.0054133
                    174,                 1.1837,                0.82619,                 1.2062,                0.84633,                0.80789,                0.89478,                0.58989,                 1.2449,                0.76803,                 1.2249,              0.0053867,              0.0053867,              0.0053867
                    175,                 1.1852,                0.82496,                 1.2027,                0.85619,                0.81406,                0.89585,                 0.5865,                 1.2485,                 0.7669,                 1.2335,                0.00536,                0.00536,                0.00536
                    176,                 1.1893,                0.81594,                 1.2085,                0.86117,                0.81839,                0.89506,                 0.5844,                 1.2546,                0.76674,                 1.2337,              0.0053333,              0.0053333,              0.0053333
                    177,                 1.1767,                0.80473,                 1.1973,                0.84761,                0.82565,                0.89618,                0.58572,                 1.2555,                 0.7582,                 1.2383,              0.0053067,              0.0053067,              0.0053067
                    178,                 1.1701,                0.81193,                 1.2012,                0.85287,                0.81372,                0.89648,                0.58491,                 1.2515,                0.76532,                 1.2283,                0.00528,                0.00528,                0.00528
                    179,                 1.1692,                0.81209,                 1.2016,                 0.8643,                0.80145,                0.89751,                0.58502,                 1.2509,                0.76144,                 1.2294,              0.0052533,              0.0052533,              0.0052533
                    180,                 1.1825,                0.82188,                 1.2031,                0.84439,                0.82326,                0.89664,                0.58251,                 1.2562,                0.77275,                 1.2334,              0.0052267,              0.0052267,              0.0052267
                    181,                 1.1738,                0.80613,                 1.1971,                0.84839,                 0.8175,                0.89833,                0.58884,                   1.24,                0.76855,                 1.2225,                 0.0052,                 0.0052,                 0.0052
                    182,                  1.183,                0.80975,                    1.2,                0.85729,                0.83477,                0.90255,                0.58714,                 1.2443,                0.77249,                 1.2257,              0.0051733,              0.0051733,              0.0051733
                    183,                  1.179,                0.81204,                 1.1934,                0.85174,                0.82731,                0.89857,                0.58645,                 1.2482,                0.77083,                 1.2297,              0.0051467,              0.0051467,              0.0051467
                    184,                 1.1786,                0.81145,                 1.1986,                0.86004,                0.81576,                0.89747,                0.58765,                 1.2414,                0.77761,                 1.2219,                0.00512,                0.00512,                0.00512
                    185,                 1.1714,                0.80723,                 1.1917,                 0.8718,                0.80096,                0.89817,                0.59225,                  1.232,                0.76245,                 1.2152,              0.0050933,              0.0050933,              0.0050933
                    186,                 1.1717,                0.79896,                 1.2023,                0.87909,                0.80189,                0.89811,                0.59184,                 1.2386,                 0.7624,                 1.2155,              0.0050667,              0.0050667,              0.0050667
                    187,                  1.174,                0.79649,                 1.1934,                0.84359,                0.82305,                0.89735,                 0.5916,                 1.2386,                0.76369,                 1.2211,                0.00504,                0.00504,                0.00504
                    188,                 1.1778,                0.80094,                  1.199,                0.84785,                0.81832,                0.89526,                0.58962,                 1.2387,                0.75935,                 1.2204,              0.0050133,              0.0050133,              0.0050133
                    189,                 1.1872,                0.81435,                 1.1967,                0.85697,                0.81606,                0.89709,                0.58951,                 1.2499,                0.75884,                 1.2312,              0.0049867,              0.0049867,              0.0049867
                    190,                 1.1703,                 0.8008,                 1.1881,                0.84256,                0.82868,                0.89769,                0.59103,                 1.2461,                0.75161,                 1.2281,                0.00496,                0.00496,                0.00496
                    191,                 1.1824,                0.81911,                 1.1987,                0.83676,                0.83255,                0.89644,                0.59144,                 1.2425,                0.75568,                 1.2284,              0.0049333,              0.0049333,              0.0049333
                    192,                 1.1824,                0.81266,                 1.1957,                 0.8381,                0.83652,                 0.8961,                0.58933,                 1.2372,                0.75839,                 1.2267,              0.0049067,              0.0049067,              0.0049067
                    193,                 1.1633,                0.79878,                 1.1897,                0.84986,                0.82744,                0.89512,                0.59145,                  1.225,                0.75454,                 1.2134,                0.00488,                0.00488,                0.00488
                    194,                 1.1738,                0.79567,                 1.1937,                0.84956,                0.82311,                0.89966,                0.59159,                 1.2278,                0.75401,                 1.2133,              0.0048533,              0.0048533,              0.0048533
                    195,                 1.1671,                0.79601,                 1.1971,                0.84085,                0.83631,                0.90021,                0.59486,                   1.23,                0.74737,                 1.2164,              0.0048267,              0.0048267,              0.0048267
                    196,                 1.1675,                0.80241,                 1.1962,                0.84285,                0.83688,                0.89981,                 0.5969,                 1.2213,                0.74691,                 1.2131,                 0.0048,                 0.0048,                 0.0048
                    197,                 1.1701,                0.79715,                 1.1974,                0.83427,                0.85025,                0.90063,                0.59891,                 1.2187,                0.74341,                 1.2073,              0.0047733,              0.0047733,              0.0047733
                    198,                 1.1589,                0.79253,                 1.1829,                0.83011,                0.85024,                0.90026,                0.60053,                 1.2177,                0.74491,                 1.2053,              0.0047467,              0.0047467,              0.0047467
                    199,                 1.1694,                0.79046,                 1.1902,                0.82657,                 0.8501,                0.90082,                0.60118,                 1.2104,                0.74171,                 1.1996,                0.00472,                0.00472,                0.00472
                    200,                 1.1646,                 0.7929,                 1.1903,                0.84303,                0.84609,                0.90027,                0.60073,                  1.215,                0.74018,                 1.2029,              0.0046933,              0.0046933,              0.0046933
                    201,                  1.158,                0.79356,                 1.1954,                0.84854,                0.84114,                0.90036,                0.59998,                 1.2222,                0.74406,                  1.208,              0.0046667,              0.0046667,              0.0046667
                    202,                 1.1426,                0.78399,                 1.1812,                0.84577,                0.84454,                0.90061,                0.60029,                 1.2229,                0.74141,                 1.2064,                0.00464,                0.00464,                0.00464
                    203,                 1.1638,                0.79484,                 1.1816,                0.85632,                0.83631,                0.90005,                 0.5976,                 1.2266,                0.74165,                 1.2082,              0.0046133,              0.0046133,              0.0046133
                    204,                 1.1673,                 0.7896,                 1.1881,                0.85233,                0.83447,                 0.9015,                0.59979,                  1.222,                0.73858,                 1.2037,              0.0045867,              0.0045867,              0.0045867
                    205,                 1.1554,                0.77823,                 1.1872,                0.85041,                0.83187,                0.90178,                  0.603,                 1.2234,                0.73876,                 1.2041,                0.00456,                0.00456,                0.00456
                    206,                 1.1551,                0.79534,                 1.1796,                0.84631,                0.83377,                0.90127,                0.60072,                 1.2243,                0.73715,                 1.2045,              0.0045333,              0.0045333,              0.0045333
                    207,                 1.1489,                0.78006,                 1.1772,                0.84878,                0.83654,                0.90117,                0.60031,                 1.2261,                0.73656,                 1.2072,              0.0045067,              0.0045067,              0.0045067
                    208,                 1.1609,                0.79014,                 1.1884,                0.85216,                0.83562,                0.90152,                0.60072,                 1.2302,                0.73515,                 1.2135,                0.00448,                0.00448,                0.00448
                    209,                 1.1524,                0.77525,                  1.184,                 0.8524,                   0.83,                0.90054,                0.60233,                 1.2294,                0.73425,                 1.2138,              0.0044533,              0.0044533,              0.0044533
                    210,                 1.1467,                0.77563,                 1.1781,                0.85116,                  0.836,                0.90114,                0.60363,                 1.2297,                0.73377,                  1.214,              0.0044267,              0.0044267,              0.0044267
                    211,                 1.1619,                0.78694,                 1.1889,                0.85885,                0.82666,                0.90118,                0.60144,                 1.2291,                0.73935,                 1.2123,                 0.0044,                 0.0044,                 0.0044
                    212,                 1.1545,                0.77375,                 1.1838,                0.85892,                0.82498,                0.90128,                 0.6026,                 1.2294,                0.74108,                 1.2156,              0.0043733,              0.0043733,              0.0043733
                    213,                 1.1587,                0.77551,                 1.1832,                0.84982,                 0.8276,                0.89888,                0.60127,                 1.2314,                0.73999,                 1.2179,              0.0043467,              0.0043467,              0.0043467
                    214,                 1.1442,                0.79376,                  1.179,                0.84133,                0.83834,                0.90175,                 0.6009,                 1.2306,                0.74126,                 1.2157,                0.00432,                0.00432,                0.00432
                    215,                 1.1539,                0.78582,                 1.1811,                0.83923,                0.83817,                0.90233,                0.60259,                 1.2253,                 0.7425,                 1.2143,              0.0042933,              0.0042933,              0.0042933
                    216,                 1.1387,                0.77041,                 1.1762,                0.84581,                0.83868,                0.90333,                0.60079,                 1.2248,                0.74547,                 1.2133,              0.0042667,              0.0042667,              0.0042667
                    217,                 1.1532,                0.78058,                 1.1777,                0.85985,                0.81696,                0.90284,                0.60406,                 1.2146,                 0.7448,                 1.2003,                0.00424,                0.00424,                0.00424
                    218,                 1.1527,                0.77328,                 1.1731,                0.82831,                0.84733,                0.90294,                0.60416,                 1.2128,                 0.7398,                 1.1994,              0.0042133,              0.0042133,              0.0042133
                    219,                 1.1505,                0.78046,                 1.1828,                0.86052,                0.81862,                0.90431,                0.60414,                 1.2105,                0.73978,                 1.1954,              0.0041867,              0.0041867,              0.0041867
                    220,                 1.1471,                0.76999,                 1.1789,                0.85976,                0.82588,                0.90527,                0.60343,                 1.2129,                0.73718,                 1.1981,                0.00416,                0.00416,                0.00416
                    221,                 1.1511,                 0.7852,                 1.1817,                0.85233,                0.83049,                0.90379,                0.60354,                 1.2123,                0.73897,                 1.1967,              0.0041333,              0.0041333,              0.0041333
                    222,                 1.1376,                0.77262,                 1.1729,                0.84647,                0.83647,                0.90468,                0.60301,                 1.2152,                0.73679,                 1.1978,              0.0041067,              0.0041067,              0.0041067
                    223,                 1.1323,                0.76445,                 1.1697,                0.87862,                0.81441,                0.90515,                0.60317,                 1.2167,                 0.7357,                 1.1969,                0.00408,                0.00408,                0.00408
                    224,                 1.1468,                0.76871,                 1.1772,                0.84173,                0.84492,                0.90487,                0.60418,                 1.2166,                0.73577,                 1.1993,              0.0040533,              0.0040533,              0.0040533
                    225,                 1.1403,                0.77406,                 1.1734,                 0.8857,                0.80334,                0.90338,                0.60362,                 1.2192,                0.73646,                 1.2007,              0.0040267,              0.0040267,              0.0040267
                    226,                 1.1324,                0.77034,                 1.1762,                0.83836,                0.83874,                0.90575,                0.60352,                 1.2259,                0.73607,                 1.2091,                  0.004,                  0.004,                  0.004
                    227,                 1.1267,                0.75877,                 1.1657,                 0.8424,                 0.8399,                 0.9052,                0.60282,                 1.2222,                  0.736,                 1.2058,              0.0039733,              0.0039733,              0.0039733
                    228,                 1.1311,                0.75715,                 1.1784,                0.84399,                0.84685,                0.90533,                0.60517,                 1.2236,                 0.7353,                 1.2067,              0.0039467,              0.0039467,              0.0039467
                    229,                 1.1349,                0.77436,                 1.1764,                0.84261,                 0.8457,                0.90565,                0.60297,                 1.2215,                0.73623,                 1.2041,                0.00392,                0.00392,                0.00392
                    230,                 1.1327,                0.76405,                  1.172,                0.84735,                0.84058,                0.90603,                 0.6032,                 1.2216,                0.73481,                 1.2056,              0.0038933,              0.0038933,              0.0038933
                    231,                 1.1306,                0.76052,                 1.1674,                0.89068,                0.80396,                0.90408,                0.60375,                 1.2215,                0.73348,                  1.208,              0.0038667,              0.0038667,              0.0038667
                    232,                 1.1381,                0.77004,                 1.1714,                0.86107,                0.82293,                0.90619,                0.60244,                 1.2235,                0.73339,                 1.2078,                0.00384,                0.00384,                0.00384
                    233,                 1.1316,                0.76879,                 1.1697,                0.84163,                0.84548,                0.90592,                0.60324,                 1.2215,                0.73343,                 1.2089,              0.0038133,              0.0038133,              0.0038133
                    234,                  1.139,                0.77289,                 1.1686,                0.83007,                 0.8443,                0.90463,                 0.6037,                 1.2221,                0.73263,                 1.2086,              0.0037867,              0.0037867,              0.0037867
                    235,                 1.1274,                0.76277,                 1.1588,                0.83311,                0.84325,                 0.9038,                0.60557,                 1.2208,                0.73381,                 1.2095,                0.00376,                0.00376,                0.00376
                    236,                 1.1309,                0.75717,                 1.1665,                0.84575,                0.83895,                0.90437,                0.60406,                 1.2182,                0.73427,                 1.2073,              0.0037333,              0.0037333,              0.0037333
                    237,                 1.1437,                0.74227,                 1.1706,                0.85117,                0.83893,                0.90488,                0.60579,                 1.2167,                0.73482,                 1.2057,              0.0037067,              0.0037067,              0.0037067
                    238,                 1.1406,                0.73071,                 1.1696,                0.85637,                0.83158,                0.90668,                0.60713,                 1.2151,                0.73319,                 1.2049,                0.00368,                0.00368,                0.00368
                    239,                  1.123,                0.72229,                 1.1594,                 0.8534,                0.83832,                0.90804,                0.60715,                 1.2089,                0.73116,                 1.1964,              0.0036533,              0.0036533,              0.0036533
                    240,                 1.1248,                0.72749,                  1.157,                0.85412,                0.83619,                0.90694,                0.60807,                 1.2078,                0.72697,                 1.1964,              0.0036267,              0.0036267,              0.0036267
                    241,                 1.1225,                0.71956,                 1.1529,                0.85533,                0.84053,                0.90822,                0.60836,                 1.2085,                0.72418,                  1.199,                 0.0036,                 0.0036,                 0.0036
                    242,                 1.1199,                0.71174,                 1.1596,                0.85107,                0.85004,                0.90804,                0.60846,                 1.2078,                0.72064,                 1.2002,              0.0035733,              0.0035733,              0.0035733
                    243,                 1.1197,                0.70546,                 1.1472,                0.84973,                0.85638,                0.90992,                0.60893,                 1.2027,                0.72054,                 1.1933,              0.0035467,              0.0035467,              0.0035467
                    244,                 1.1186,                0.71608,                 1.1549,                0.85212,                0.85631,                 0.9106,                0.60975,                 1.2035,                0.71728,                 1.1943,                0.00352,                0.00352,                0.00352
                    245,                  1.109,                0.70564,                 1.1442,                0.85035,                0.86053,                0.91057,                0.61123,                 1.2029,                0.71817,                 1.1935,              0.0034933,              0.0034933,              0.0034933
                    246,                 1.1074,                0.70708,                 1.1454,                0.85517,                0.85433,                0.91035,                0.61114,                 1.2021,                0.71654,                 1.1928,              0.0034667,              0.0034667,              0.0034667
                    247,                 1.0999,                0.69576,                 1.1396,                0.84799,                0.85635,                0.91015,                0.61087,                 1.2038,                0.71523,                 1.1951,                0.00344,                0.00344,                0.00344
                    248,                  1.102,                0.69101,                 1.1446,                0.85072,                 0.8577,                0.91243,                0.61283,                 1.2006,                0.71164,                 1.1925,              0.0034133,              0.0034133,              0.0034133
                    249,                 1.0945,                0.69076,                 1.1442,                0.84628,                0.85688,                0.91089,                0.61321,                 1.1979,                0.70956,                 1.1911,              0.0033867,              0.0033867,              0.0033867
                    250,                 1.1003,                0.69179,                 1.1475,                0.84382,                0.85236,                0.91045,                0.61317,                 1.2003,                0.70679,                 1.1969,                0.00336,                0.00336,                0.00336
                    251,                 1.0846,                0.68234,                 1.1291,                0.84309,                0.85049,                0.91147,                0.61324,                 1.1983,                0.70622,                 1.1952,              0.0033333,              0.0033333,              0.0033333
                    252,                 1.0916,                0.67915,                 1.1363,                0.85291,                0.84289,                0.91019,                0.61265,                 1.1972,                0.70771,                 1.1936,              0.0033067,              0.0033067,              0.0033067
                    253,                 1.0792,                0.67867,                 1.1316,                0.86071,                0.84286,                0.91063,                0.61286,                 1.1959,                0.70641,                 1.1925,                0.00328,                0.00328,                0.00328
                    254,                 1.0929,                0.68452,                 1.1356,                0.84882,                0.85682,                0.91245,                 0.6149,                 1.1984,                0.70569,                 1.1976,              0.0032533,              0.0032533,              0.0032533
                    255,                 1.0723,                0.67804,                 1.1248,                0.85101,                0.85767,                0.91416,                0.61422,                  1.196,                0.70475,                 1.1953,              0.0032267,              0.0032267,              0.0032267
                    256,                 1.0777,                0.67501,                 1.1248,                0.85324,                 0.8535,                 0.9141,                0.61428,                 1.1932,                0.70373,                 1.1941,                 0.0032,                 0.0032,                 0.0032
                    257,                 1.0887,                0.67812,                 1.1288,                0.85479,                0.85507,                0.91432,                0.61403,                  1.192,                0.70125,                 1.1932,              0.0031733,              0.0031733,              0.0031733
                    258,                 1.0774,                0.67307,                 1.1337,                 0.8569,                0.85643,                0.91398,                0.61428,                 1.1913,                0.70157,                 1.1919,              0.0031467,              0.0031467,              0.0031467
                    259,                 1.0634,                0.66775,                 1.1189,                0.85742,                 0.8535,                0.91343,                0.61546,                 1.1846,                0.70001,                 1.1844,                0.00312,                0.00312,                0.00312
                    260,                 1.0694,                0.67575,                 1.1235,                0.85822,                 0.8535,                0.91457,                0.61664,                 1.1844,                0.69836,                 1.1844,              0.0030933,              0.0030933,              0.0030933
                    261,                 1.0681,                0.66048,                 1.1204,                0.85458,                0.85246,                0.91527,                0.61674,                 1.1836,                0.69839,                 1.1836,              0.0030667,              0.0030667,              0.0030667
                    262,                 1.0646,                0.66224,                 1.1121,                0.85399,                0.85266,                0.91487,                0.61801,                 1.1816,                0.69655,                 1.1823,                0.00304,                0.00304,                0.00304
                    263,                 1.0718,                0.67089,                 1.1244,                0.86033,                0.85188,                0.91645,                0.61942,                 1.1811,                 0.6957,                  1.183,              0.0030133,              0.0030133,              0.0030133
                    264,                 1.0722,                0.66947,                 1.1248,                0.85791,                0.85101,                0.91525,                0.62024,                 1.1796,                0.69512,                  1.181,              0.0029867,              0.0029867,              0.0029867
                    265,                 1.0606,                0.66024,                 1.1143,                0.85952,                0.85223,                0.91566,                0.61996,                 1.1785,                 0.6941,                 1.1805,                0.00296,                0.00296,                0.00296
                    266,                 1.0494,                0.65099,                 1.1108,                0.85856,                0.85445,                0.91577,                0.61993,                 1.1789,                0.69304,                 1.1807,              0.0029333,              0.0029333,              0.0029333
                    267,                 1.0578,                 0.6544,                 1.1082,                0.85787,                0.85345,                0.91498,                0.61978,                 1.1801,                0.68949,                 1.1811,              0.0029067,              0.0029067,              0.0029067
                    268,                 1.0619,                0.65373,                 1.1174,                0.84646,                0.86464,                0.91584,                0.61984,                 1.1774,                0.68986,                 1.1804,                0.00288,                0.00288,                0.00288
                    269,                 1.0602,                0.65144,                 1.1152,                0.85531,                0.86025,                0.91564,                0.62042,                 1.1777,                0.68818,                 1.1812,              0.0028533,              0.0028533,              0.0028533
                    270,                 1.0544,                0.65615,                 1.1102,                0.85308,                0.85894,                0.91555,                0.61985,                 1.1771,                 0.6888,                 1.1809,              0.0028267,              0.0028267,              0.0028267
                    271,                 1.0504,                0.64686,                 1.1164,                0.86262,                0.85208,                0.91614,                0.62098,                 1.1753,                0.68907,                 1.1801,                 0.0028,                 0.0028,                 0.0028
                    272,                 1.0466,                0.64415,                 1.1127,                0.86366,                0.84874,                0.91534,                  0.621,                  1.175,                0.68599,                 1.1802,              0.0027733,              0.0027733,              0.0027733
                    273,                 1.0542,                0.64173,                 1.1069,                0.86502,                0.84783,                 0.9161,                0.62101,                 1.1764,                0.68595,                 1.1812,              0.0027467,              0.0027467,              0.0027467
                    274,                 1.0385,                0.64496,                 1.0979,                0.86767,                0.84864,                0.91516,                0.62253,                 1.1757,                0.68668,                 1.1807,                0.00272,                0.00272,                0.00272
                    275,                 1.0317,                0.63452,                 1.1057,                0.86979,                0.85132,                0.91651,                0.62194,                 1.1749,                0.68508,                   1.18,              0.0026933,              0.0026933,              0.0026933
                    276,                  1.042,                0.64163,                 1.1061,                0.87122,                0.85196,                0.91757,                0.62255,                 1.1744,                0.68339,                 1.1793,              0.0026667,              0.0026667,              0.0026667
                    277,                 1.0319,                0.63673,                 1.0989,                0.86742,                0.85219,                0.91751,                0.62361,                 1.1735,                0.68355,                  1.179,                0.00264,                0.00264,                0.00264
                    278,                 1.0382,                0.63722,                 1.1045,                 0.8747,                0.84934,                0.91716,                0.62273,                 1.1736,                0.68334,                 1.1786,              0.0026133,              0.0026133,              0.0026133
                    279,                 1.0362,                0.63847,                 1.1013,                0.87711,                0.84065,                0.91669,                0.62297,                 1.1728,                0.68234,                 1.1792,              0.0025867,              0.0025867,              0.0025867
                    280,                 1.0267,                0.62436,                 1.0936,                0.87695,                0.84014,                 0.9165,                0.62431,                 1.1715,                0.68134,                 1.1786,                0.00256,                0.00256,                0.00256
                    281,                 1.0231,                0.62996,                 1.0938,                 0.8763,                0.84129,                0.91778,                0.62402,                  1.172,                0.68171,                 1.1789,              0.0025333,              0.0025333,              0.0025333
                    282,                 1.0199,                0.62895,                 1.0953,                 0.8716,                0.84676,                0.91807,                0.62278,                 1.1731,                0.68178,                 1.1792,              0.0025067,              0.0025067,              0.0025067
                    283,                  1.025,                0.62312,                 1.0994,                0.87173,                 0.8447,                0.91672,                0.62322,                  1.172,                0.68115,                 1.1792,                0.00248,                0.00248,                0.00248
                    284,                 1.0213,                0.62526,                 1.0966,                0.87863,                0.84341,                0.91698,                0.62369,                 1.1702,                 0.6803,                 1.1783,              0.0024533,              0.0024533,              0.0024533
                    285,                 1.0321,                0.63075,                 1.0977,                0.88062,                0.84314,                0.91724,                0.62425,                 1.1698,                0.68018,                 1.1774,              0.0024267,              0.0024267,              0.0024267
                    286,                 1.0214,                0.61906,                 1.0908,                0.87808,                0.84665,                0.91783,                 0.6246,                 1.1707,                0.67989,                 1.1783,                 0.0024,                 0.0024,                 0.0024
                    287,                 1.0071,                 0.6177,                 1.0813,                0.88069,                0.84428,                0.91918,                0.62355,                 1.1712,                0.67996,                 1.1783,              0.0023733,              0.0023733,              0.0023733
                    288,                 1.0199,                0.61917,                 1.0871,                0.87945,                0.84505,                0.91983,                0.62414,                 1.1709,                 0.6786,                 1.1784,              0.0023467,              0.0023467,              0.0023467
                    289,                 1.0179,                0.61729,                 1.0906,                0.87799,                0.84922,                0.91973,                0.62499,                 1.1705,                0.67741,                 1.1789,                0.00232,                0.00232,                0.00232
                    290,                 1.0173,                0.62144,                 1.0874,                0.86474,                0.86002,                0.92164,                0.62383,                 1.1706,                0.67687,                 1.1796,              0.0022933,              0.0022933,              0.0022933
                    291,                 1.0125,                 0.6193,                 1.0845,                0.86862,                0.85728,                0.92058,                0.62401,                 1.1702,                0.67642,                 1.1799,              0.0022667,              0.0022667,              0.0022667
                    292,                 1.0051,                0.61194,                 1.0826,                0.87135,                0.85416,                 0.9199,                0.62464,                 1.1697,                0.67714,                 1.1801,                0.00224,                0.00224,                0.00224
                    293,                 1.0048,                0.60796,                 1.0817,                0.86645,                0.85926,                0.91959,                 0.6247,                  1.169,                0.67753,                  1.179,              0.0022133,              0.0022133,              0.0022133
                    294,                0.99916,                 0.6038,                 1.0833,                0.86577,                0.86115,                0.91987,                0.62456,                 1.1676,                0.67678,                 1.1772,              0.0021867,              0.0021867,              0.0021867
                    295,                 1.0041,                0.60386,                 1.0805,                0.87242,                0.86515,                0.92011,                0.62628,                 1.1681,                0.67458,                 1.1776,                0.00216,                0.00216,                0.00216
                    296,                 1.0011,                0.60311,                 1.0841,                 0.8865,                0.84491,                0.92109,                0.62584,                 1.1676,                0.67458,                 1.1769,              0.0021333,              0.0021333,              0.0021333
                    297,                0.98759,                0.60344,                 1.0754,                0.87292,                0.86296,                0.91925,                0.62705,                 1.1674,                0.67486,                 1.1761,              0.0021067,              0.0021067,              0.0021067
                    298,                 0.9954,                0.60575,                 1.0711,                0.88029,                0.85118,                0.92092,                0.62665,                 1.1668,                0.67446,                 1.1761,                0.00208,                0.00208,                0.00208
                    299,                0.99127,                0.59734,                 1.0737,                0.87353,                0.86329,                0.92059,                0.62654,                 1.1662,                0.67356,                 1.1755,              0.0020533,              0.0020533,              0.0020533
                    300,                  0.989,                0.59454,                 1.0756,                0.87199,                 0.8667,                0.92127,                0.62732,                 1.1667,                0.67289,                  1.176,              0.0020267,              0.0020267,              0.0020267
